Title,Source,Date,Search Term
"Huffington Post: Bernie Sanders Suffered Heart Attack, Doctors Confirm",Huffington Post,4-Oct," Bernard Sanders ""Bernie""           "
"Huffington Post: China Says It Won't Meddle In American Affairs, 'Trusts' U.S. Can",Huffington Post,4-Oct, Elizabeth A Warren
"Huffington Post: China Says It Won't Meddle In American Affairs, 'Trusts' U.S. Can",Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: CNN Refuses To Air 2 Trump Campaign Ads Over ‘Demonstrably F,Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: Democrats Hit A Resistant White House With Subpoena,Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: Here's What Kurt Volker Told Congress About His Role In Trump-,Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: House Asks Mike Pence For Ukraine-Related Documents,Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: House Subpoenas White House For Ukraine Documents In Impeac,Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: Late Night Hosts Roast Trump's China Comments: ‘Is He Trying T,Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: Newly Revealed Trump Administration Texts On Ukraine Appear T,Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: Progressives Are Divided On How To Approach The Impeachment,Huffington Post,4-Oct, Joseph Robinette Biden Jr
"Huffington Post: Surging In The Polls, Elizabeth Warren Sets Her Sights On Califor",Huffington Post,4-Oct," Bernard Sanders ""Bernie""           "
"Huffington Post: Surging In The Polls, Elizabeth Warren Sets Her Sights On Califor",Huffington Post,4-Oct, Elizabeth A Warren
"Huffington Post: Surging In The Polls, Elizabeth Warren Sets Her Sights On Califor",Huffington Post,4-Oct, Joseph Robinette Biden Jr
"Huffington Post: Surging In The Polls, Elizabeth Warren Sets Her Sights On Califor",Huffington Post,4-Oct,Kamala D Harris
"Huffington Post: 'The President Is A Traitor,' Declares Former Pal Anthony Scaram",Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: Ukraine Reviews Cases Involving Owner Of Company That Employ,Huffington Post,4-Oct, Joseph Robinette Biden Jr
Huffington Post: Escalating Impeachment Inquiry Rattles State Department,Huffington Post,5-Oct, Joseph Robinette Biden Jr
"Huffington Post: If Trump Goes Down He’s Bringing ‘Plus One’ Mike Pence, Predic",Huffington Post,5-Oct, Joseph Robinette Biden Jr
Huffington Post: Pompeo Digs In: Blasts Ukraine Critics For ‘Silly Gotcha Game’,Huffington Post,5-Oct, Joseph Robinette Biden Jr
Huffington Post: Rudy Giuliani Declares His Mission Is 'To Disrupt The World',Huffington Post,5-Oct, Joseph Robinette Biden Jr
"Huffington Post: Trump Name-Calls Mitt Romney For Criticizing Ukraine, China Com",Huffington Post,5-Oct, Elizabeth A Warren
"Huffington Post: Trump Name-Calls Mitt Romney For Criticizing Ukraine, China Com",Huffington Post,5-Oct, Joseph Robinette Biden Jr
Huffington Post: Trump Orders 'Substantial' National Security Council Staff Cuts: ,Huffington Post,5-Oct, Joseph Robinette Biden Jr
"Huffington Post: Trump Urging China To Probe Biden ‘Completely Inappropriate,’ ",Huffington Post,5-Oct, Elizabeth A Warren
"Huffington Post: Trump Urging China To Probe Biden ‘Completely Inappropriate,’ ",Huffington Post,5-Oct, Joseph Robinette Biden Jr
Huffington Post: Utility Giant Sets Up Critical Test For Top 2020 Democrats On Nuc,Huffington Post,5-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Utility Giant Sets Up Critical Test For Top 2020 Democrats On Nuc,Huffington Post,5-Oct, Elizabeth A Warren
Huffington Post: Utility Giant Sets Up Critical Test For Top 2020 Democrats On Nuc,Huffington Post,5-Oct, Joseph Robinette Biden Jr
"Huffington Post: What, Me Worry? Marco Rubio Shrugs Off Trump’s Call For China T",Huffington Post,5-Oct, Elizabeth A Warren
"Huffington Post: What, Me Worry? Marco Rubio Shrugs Off Trump’s Call For China T",Huffington Post,5-Oct, Joseph Robinette Biden Jr
Huffington Post: 2020 Democrats Demand Answers In Botham Jean Witness Death:,Huffington Post,6-Oct, Elizabeth A Warren
Huffington Post: 2020 Democrats Demand Answers In Botham Jean Witness Death:,Huffington Post,6-Oct,Kamala D Harris
Huffington Post: 2nd Whistleblower Comes Forward On Trump's Dealings With Ukra,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Bowen Yang's Hilarious New 'SNL' Character Is 'Basically The Liz,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Colin Powell: Republicans Terrified Of Speaking Out Need To ‘Get,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Dozens Of Former National Security Officials Pen Letter Defendin,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Ex Bush Aide Says ‘Bivalves’ Have More Self-Awareness Than Tru,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Jim Jordan Doesn't 'Think' Trump Did Something He Actually Did,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Joe Biden To Trump: You 'Won't Destroy Me',Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: John Brennan: CIA Would Call U.S. 'Very Corrupt' If It Were Anoth,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Kate McKinnon's Elizabeth Warren Fakes Horror That Billionaires ,Huffington Post,6-Oct, Elizabeth A Warren
Huffington Post: NBC's Chuck Todd Slams Sen. Ron Johnson For Pushing Fox News,Huffington Post,6-Oct, Joseph Robinette Biden Jr
"Huffington Post: Pompeo Not Complying With Impeachment Inquiry, Senior House ",Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Republican On House Intelligence Committee: 'Why Should I Care,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: Trump Allies Pressed Ukraine Over Gas Firm,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: What Is Romney’s Next Move In His Spat With Trump?,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: White House Officials Absent From Sunday Shows As Ukraine Cont,Huffington Post,6-Oct, Joseph Robinette Biden Jr
Huffington Post: White House Ordered Not To Destroy Records Of Trump's Interact,Huffington Post,6-Oct, Joseph Robinette Biden Jr
"Huffington Post: After Stumbles, White House Aims To Hone Impeachment Defense",Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: Cory Booker Wants To Be More Than Every Voter’s 3rd Choice,Huffington Post,7-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Cory Booker Wants To Be More Than Every Voter’s 3rd Choice,Huffington Post,7-Oct, Elizabeth A Warren
Huffington Post: Cory Booker Wants To Be More Than Every Voter’s 3rd Choice,Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: Cory Booker Wants To Be More Than Every Voter’s 3rd Choice,Huffington Post,7-Oct,Kamala D Harris
Huffington Post: Elizabeth Warren Has A Plan For Brett Kavanaugh,Huffington Post,7-Oct, Elizabeth A Warren
Huffington Post: Ex-Trump Lawyer Issues Formal Legal Notice To Congress... In C,Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: Jim Carrey Casts Donald Trump As The Godfather In Cartoon You,Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: John Oliver Nails Trump's Problem: He’s Not ‘Just Any Old Fox N,Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: Kamala Harris Announces Ambitious 6-Month Paid Family Leave P,Huffington Post,7-Oct,Kamala D Harris
Huffington Post: Kurt Volker Resigns As McCain Institute Executive Director,Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: Nickelback Sees 569% Surge In Song Downloads After Trump's 'P,Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: Pentagon And Budget Office Subpoenaed In House Impeachment ,Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: Sanders Says He'd Ban Corporate Money From Democratic Conve,Huffington Post,7-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Sanders Says He'd Ban Corporate Money From Democratic Conve,Huffington Post,7-Oct, Elizabeth A Warren
Huffington Post: Trump Claims Poll Numbers Have Zoomed 17 Points As He Defend,Huffington Post,7-Oct, Joseph Robinette Biden Jr
Huffington Post: Alexandria Ocasio-Cortez Tears Into Republicans' 'Just A Joke' D,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Bernie Sanders: 'I Was Dumb' To Ignore Heart Attack Warning Si,Huffington Post,8-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: California Takes New Steps To Stop Black Women From Dying In ,Huffington Post,8-Oct, Elizabeth A Warren
Huffington Post: California Takes New Steps To Stop Black Women From Dying In ,Huffington Post,8-Oct,Kamala D Harris
"Huffington Post: Elizabeth Warren Is Right. In The 1970s, Pregnant Teachers Didn",Huffington Post,8-Oct, Elizabeth A Warren
Huffington Post: Elizabeth Warren Visits Michigan’s Most Polluted ZIP Code,Huffington Post,8-Oct, Elizabeth A Warren
Huffington Post: Ex-Rudy Giuliani Aide: 'He Looks Like A Right-Wing Conspiracy Nu,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Ex-White House Chief Of Staff: Trump Impeachment Inquiry Is 'W,Huffington Post,8-Oct, Joseph Robinette Biden Jr
"Huffington Post: Geraldo Rivera: Donald Trump 'Surrounded By Backstabbers, Vip",Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Habitually Dishonest Trump Pushes His Biggest Lie Yet About The,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Hillary Clinton Tells Trump Not To 'Tempt' Her To Run For Office,Huffington Post,8-Oct, Elizabeth A Warren
Huffington Post: 'It Was Like A Rallying Cry’: Bernie Sanders Campaign Surges Ah,Huffington Post,8-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: 'It Was Like A Rallying Cry’: Bernie Sanders Campaign Surges Ah,Huffington Post,8-Oct, Elizabeth A Warren
Huffington Post: Jimmy Carter Urges Trump To 'Tell The Truth ... For A Change',Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Joe Biden Releases Plan To Make College More Affordable,Huffington Post,8-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Joe Biden Releases Plan To Make College More Affordable,Huffington Post,8-Oct, Elizabeth A Warren
Huffington Post: Joe Biden Releases Plan To Make College More Affordable,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: More Details Emerge About How White House Officials Reacted To,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Nancy Pelosi Calls Trump’s Bluff: ‘You Are Not Above The Law’,Huffington Post,8-Oct, Joseph Robinette Biden Jr
"Huffington Post: On Biden, China Official Says Country Has No Intention Of Interve",Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Senator Lindsey Graham Invites Rudy Giuliani To Testify Before ,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Senator Lindsey Graham Invites Rudy Giuliani To Testify Before ,Huffington Post,8-Oct,Kamala D Harris
Huffington Post: Trump Court Pick Ignores Senators' Questions About His Role In ,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Trump Lover Flashed Gun At Elizabeth Warren Supporter: Police,Huffington Post,8-Oct, Elizabeth A Warren
Huffington Post: Trump’s Big Ad Buy Has Democrats Spooked,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Witness In Trump-Ukraine Scandal Ordered Not To Appear Before,Huffington Post,8-Oct, Joseph Robinette Biden Jr
Huffington Post: Bernie Sanders Says Campaign Acted Appropriately With Heart At,Huffington Post,9-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Colbert Exposes Trump’s ‘Greatest Weakness’ In Epic New Taked,Huffington Post,9-Oct, Joseph Robinette Biden Jr
Huffington Post: Elizabeth Warren’s Climate Justice Plan Aims To Keep Water Publ,Huffington Post,9-Oct, Elizabeth A Warren
Huffington Post: Facebook Refuses To Pull Trump Campaign Ad That Falsely Accus,Huffington Post,9-Oct, Elizabeth A Warren
Huffington Post: Facebook Refuses To Pull Trump Campaign Ad That Falsely Accus,Huffington Post,9-Oct, Joseph Robinette Biden Jr
"Huffington Post: Hillary Clinton Taunts ‘Obsessed’ Donald Trump: ‘Obviously, I Ca",Huffington Post,9-Oct, Elizabeth A Warren
Huffington Post: How Trump And Facebook Are Cashing In On The Impeachment N,Huffington Post,9-Oct, Joseph Robinette Biden Jr
"Huffington Post: Montgomery, Alabama, Elects Its First Black Mayor",Huffington Post,9-Oct,Kamala D Harris
Huffington Post: People Get Fired From Their Jobs Without Being 'Fired' All The Ti,Huffington Post,9-Oct, Elizabeth A Warren
"Huffington Post: Politicians Celebrate Montgomery, Alabama, For Electing Its First",Huffington Post,9-Oct,Pete Buttigieg
"Huffington Post: Rainè Riggs, Bernie Sanders' Daughter-In-Law, Dies Suddenly At",Huffington Post,9-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Warren Won’t Do Big Money Fundraisers In General Election,Huffington Post,9-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Warren Won’t Do Big Money Fundraisers In General Election,Huffington Post,9-Oct, Elizabeth A Warren
Huffington Post: Warren Won’t Do Big Money Fundraisers In General Election,Huffington Post,9-Oct, Joseph Robinette Biden Jr
Huffington Post: ‘The Whistleblower Is Not The Story': Lawyers Defend Client As T,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Alexandria Ocasio-Cortez Responds To Conservative News Outlet ,Huffington Post,10-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Biden Campaign Skewers New York Times For Helping Trump Spr,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Elizabeth Warren Releases Plan For LGBTQ Rights And Equality,Huffington Post,10-Oct, Elizabeth A Warren
Huffington Post: Eric Trump And Sean Hannity Blame Barack Obama For Ukraine ',Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Ex-Trump Adviser Says It's Inappropriate For President To Seek ,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Former Watergate Prosecutors Say Trump Should Be Impeached,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Giuliani Associates Who Targeted Biden Arrested On Campaign Fin,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: GOP Sen. Gardner Won't Say If It's OK For Trump To Pressure Wo,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Joe Biden Tells Matthew Shepard’s Mom That Civil Rights Act Inc,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Mike Pence Won't Say If He Knew Ukraine Aid Was Tied To Biden ,Huffington Post,10-Oct, Joseph Robinette Biden Jr
"Huffington Post: Minnesota Hasn’t Gone Republican Since Nixon, But Trump Is Pus",Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Ocasio-Cortez Responds To Conservative Outlet That Tried To Sha,Huffington Post,10-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Pete Buttigieg Unveils Sweeping LGBTQ Policy To Tackle Inequali,Huffington Post,10-Oct," Bernard Sanders ""Bernie""           "
Huffington Post: Pete Buttigieg Unveils Sweeping LGBTQ Policy To Tackle Inequali,Huffington Post,10-Oct, Elizabeth A Warren
Huffington Post: Pete Buttigieg Unveils Sweeping LGBTQ Policy To Tackle Inequali,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Pete Buttigieg Unveils Sweeping LGBTQ Policy To Tackle Inequali,Huffington Post,10-Oct,Pete Buttigieg
Huffington Post: Pete Buttigieg Unveils Sweeping LGBTQ Policy To Tackle Inequali,Huffington Post,10-Oct,Kamala D Harris
Huffington Post: Republicans Start Giving Away Contributions From Trump's Indict,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Rudy Giuliani Planned Vienna Trip 1 Day After Arrested Associate,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Trump Asks: ‘Impeached For What?’ Twitter Users Reply With Ple,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Trump Escalates Attacks On Fox News After Impeachment Poll,Huffington Post,10-Oct, Joseph Robinette Biden Jr
"Huffington Post: Trump Lobs Insults At Biden, Omar In First Rally Since Impeachm",Huffington Post,10-Oct, Joseph Robinette Biden Jr
"Huffington Post: Trump: I Don't Know The Giuliani Associates, But I Might Have A",Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: Tulsi Gabbard Says She Might Skip The Democratic Debate,Huffington Post,10-Oct," Bernard Sanders ""Bernie""           "
"Huffington Post: Wavering GOP Sens. Land On A Trump Defense: It's Bad, But He S",Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: White House Aides Avoid Media Amid Impeachment Storm,Huffington Post,10-Oct, Joseph Robinette Biden Jr
Huffington Post: ‘Lou Dobbs’ Guest Says Whistleblower Should Be Indicted And Jai,Huffington Post,11-Oct, Joseph Robinette Biden Jr
Huffington Post: 13 Amazing Photos You Missed This Week,Huffington Post,11-Oct,Kamala D Harris
