,author,content,description,publishedAt,source,title,url
89,John Haltiwanger and Grace Panetta,"In the third Democratic presidential primary debate in Houston, Texas, former HUD Secretary Julián Castro accused former Vice President Joe Biden of forgetting the details of his own healthcare plan. 
 Castro's attacks on Biden led to widespread criticism fr… [+6846 chars]","A divisive exchange between former HUD Secretary Julián Castro and former Vice President Joe Biden over healthcare on Thursday night has been one of the most talked about aspect's of the latest presidential debate. Castro, who's struggled in the polls and is …",2019-09-14,Business Insider,"Julian Castro's attacks on Joe Biden could backfire on him, but he may have just done Democrats a huge favor",https://www.businessinsider.com/julian-castro-attacks-joe-biden-actually-big-favor-to-democrats-2019-9
90,Grace Panetta,"The New York Times' botched and mishandled reporting on new sexual assault allegations against Justice Brett Kavanaugh is still fueling calls to impeach and investigate Kavanaugh. 
 The Times has spent the last several days embroiled in controversy over its … [+7746 chars]","The New York Times' botched and mishandled reporting on new sexual assault allegations against Justice Brett Kavanaugh is still fueling calls to investigate and impeach Kavanaugh. Over the weekend, The Times' opinion section published an excerpt in the Sunday…",2019-09-17,Business Insider,The New York Times botched a story with new allegations against Brett Kavanaugh. But it’s still ramped up calls for his impeachment,https://www.businessinsider.com/botched-nyt-story-on-kavanaugh-allegations-is-driving-impeachment-talk-2019-9
91,Walt Hickey,"Earlier tonight, Julián Castro landed a serious strike on former Vice President Joe Biden, linking a mistaken description of a policy proposal to a possible lapse in memory, a thinly veiled swipe at the comparatively higher age of the former vice president. L… [+5856 chars]","Former Housing and Urban Development Secretary Julian Castro launched into a hard-hitting critique of Joe Biden 's policies that veered into a veiled knock on his age. That's exactly how debates are supposed to work. Other candidates didn't like that, and tri…",2019-09-13,Business Insider,"Julián Castro alone played his debate absolutely perfectly, by slamming Biden where it hurts",https://www.businessinsider.com/julin-castro-slammed-joe-biden-debate-why-its-brilliant-2019-9
92,Grace Panetta,"Businessman Andrew Yang has experienced a meteoric rise in the 2020 field, and is now averaging in sixth place in Real Clear Politics' polling average thanks to his dedicated and extremely online base of supporters known as the Yang Gang. 
 Having secured a … [+4020 chars]",Businessman Andrew Yang has experienced a meteoric rise in the 2020 field thanks to his dedicated and extremely online base of supporters known as the Yang Gang. If Yang's candidacy doesn't end up staying viable through the first few primary and caucus contes…,2019-09-10,Business Insider,Elizabeth Warren and Bernie Sanders would stand to benefit from the most from Andrew Yang dropping out of the 2020 presidential race,https://www.businessinsider.com/warren-sanders-benefit-andrew-yang-dropped-out-2020-race-2019-9
93,,"More than 30 minutes into the three-hour debate, Kamala Harris made a undeniable point: This discussion is giving Americans a headache.
The moderators and planners of the debate got something wrong right off the bat: Opening things up with a lengthy and cont… [+645 chars]","PERSPECTIVE: Kamala Harris gets one thing very, very right Washington Post Kamala Harris plans to get personal as she looks for a debate breakthrough CNN Big money donors consider staying away from Kamala Harris if she fails to perform at the next debate CNBC…",2019-09-13,The Washington Post,"PERSPECTIVE: Kamala Harris gets one thing very, very right - Washington Post",https://www.washingtonpost.com/politics/2019/live-updates/election-2020/third-democratic-debate-analysis-and-fact-checking/fact-checker-is-sanders-right-that-500000-people-go-bankrupt-every-year-from-medical-bills-or-illness/
94,"Calvin Woodward, AP","WASHINGTON When it comes to Ukraine, Rudy Giuliani became President Donald Trumps courier, attack dog, fixer and a self-described meddler in another countrys affairs. His purpose was single-minded: get information very, very helpful to my client.
To hear the… [+5793 chars]",Giuliani’s Ukraine gambit at core of whistleblower complaint Washington Post Kamala Harris: New York Bar Association should 'probably disbar' Giuliani Washington Examiner Giuliani denies whistleblower charges: 'No knowledge of any of that crap' | TheHill The …,2019-09-27,The Washington Post,Giuliani’s Ukraine gambit at core of whistleblower complaint - Washington Post,https://www.washingtonpost.com/politics/giulianis-ukraine-gambit-at-core-of-whistleblower-complaint/2019/09/26/d5bc568a-e0d9-11e9-be7f-4cc85017c36f_story.html
95,Allison De Jong,"Five Democratic contenders lead Donald Trump in head-to-head matchups in the latest ABC News/Washington Post poll, with several widening their advantage since July. Concerns about the economy, which have pushed down the presidents job approval rating, are a f… [+5978 chars]",A new ABC News/Washington Post poll.,2019-09-11,ABC News,5 Democratic contenders lead Trump in head-to-head matchups: POLL,https://abcnews.go.com/Politics/democratic-contenders-lead-trump-head-head-matchups-poll/story?id=65415134
96,Kendall Karson and Soo Rin Kim,"Democrats vying for the White House in 2020 are entering a new phase of the election cycle as the primary season deepens ahead of the third Democratic debate.
Interested in 2020 Elections?
Add 2020 Elections as an interest to stay up to date on the latest 2… [+5720 chars]","The third Democratic primary debate, hosted by ABC News in partnership with Univision, is slated for Sept. 12 in Houston.",2019-09-12,ABC News,Here's how the 3rd 2020 Democratic presidential debate works,https://abcnews.go.com/Politics/3rd-2020-democratic-presidential-debate-works/story?id=65227392
97,Kelly Terez and Jon Haworth,"It's Tuesday, Sept. 24, 2019. Let's start here.
1. Considering the complaint
President Donald Trump has denied he put pressure on Ukraine to investigate former Vice President Joe Biden in a phone call at the center of a whistleblower complaint, but noted it… [+5466 chars]","It's Sept. 24, 2019. Here's what you need to know to start your day.",2019-09-24,ABC News,'Start Here': Trump defends Ukraine call and US soldier's alleged bomb plot,https://abcnews.go.com/US/start-trump-denies-pressuring-ukraine-us-soldiers-alleged/story?id=65799743
98,Alisa Wiersema and Soo Rin Kim,"After drum lines, chants, gaggles and forums at the recent Polk County Steak Fry, the 2020 Democratic hopefuls are now setting their sights on the first milestone of the presidential marathon Februarys Iowa caucuses.
Interested in Democratic Party?
Add Demo… [+5198 chars]","After their first major weekend in Iowa, Democrats are setting their sights on the state caucuses in February.",2019-09-24,ABC News,"After first major Iowa weekend, Democrats set sights on February caucuses",https://abcnews.go.com/Politics/major-iowa-weekend-democrats-set-sights-february-caucuses/story?id=65752363
99,John Santucci and Shannon K. Crawford,"It will be exactly a year on Monday since Christine Blasey Ford came forward with allegations of sexual assault against then-nominee to the Supreme Court Brett Kavanaugh, ultimately leading to an FBI investigation into allegation of sexual misconduct when Kav… [+5565 chars]","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2019-09-16,ABC News,"Book reveals new allegations against Brett Kavanaugh, FBI’s handling of probe",https://abcnews.go.com/Politics/book-reveals-allegations-brett-kavanaugh-fbis-handling-probe/story?id=65625607
0,Astead W. Herndon,"It is not about some textbook stuff. It is not some intellectual stuff. Its not some ideological stuff, she said. It literally is, what is that person experiencing?
So maybe its my life experiences, Ms. Harris added. But these arent intellectual things for m… [+1559 chars]","She had a great June debate and lost steam over the summer. Her surrogates, donors and even some supporters hope that in Houston she can recapture the magic that initially won them over.",2019-09-12,The New York Times,What Kamala Harris Needs to Do Tonight,https://www.nytimes.com/2019/09/12/us/politics/kamala-harris-debate.html
1,David Leonhardt,Harris remains an important candidate because the Democratic field remains flawed. And if you see Trump as a threat to Americas interests which he is you should at this point be rooting for as many strong potential nominees as possible. (Thats why Id also wel… [+2100 chars],The Democratic field is still flawed.,2019-09-16,The New York Times,How Kamala Harris Can Make a Comeback,https://www.nytimes.com/2019/09/15/opinion/kamala-harris.html
2,Maggie Astor and Matt Stevens,"The next set of debates are in October, and yes, they might once again be a set. The billionaire impeachment activist Tom Steyer qualified last weekend, meaning at least 11 candidates are set to participate, and the Democratic National Committee could split t… [+505 chars]","Also this week, Kamala Harris releases a long-awaited plan, Elizabeth Warren wants to expand Social Security, and President Trump has a new Republican challenger.",2019-09-14,The New York Times,"A Debate Recap, and a Debate Preview: This Week in the 2020 Race",https://www.nytimes.com/2019/09/14/us/politics/democratic-debates.html
3,Maggie Astor,"Mr. Sanders had some good moments, the strategists agreed, but not as consistent or energizing a performance as Ms. Warren.
Bernie just gave the best definition of Democratic Socialism Ive ever heard. The key is to link it to quality-of-life improvements for… [+4180 chars]","Elizabeth Warren drew praise for her grasp of policy, and Kamala Harris had some of the night’s best lines. Joe Biden? Strong start, but a stumble over race.",2019-09-13,The New York Times,Who Won the Debate? Experts Weigh In,https://www.nytimes.com/2019/09/13/us/politics/debate-winners.html
